iter	MultiClass
263	0.09703323906
264	0.09686123166
265	0.09637798275
266	0.096078762
267	0.09584014161
268	0.09551828256
269	0.09529449039
270	0.09503536714
271	0.09472325863
272	0.09460103578
273	0.09445342941
274	0.09426564572
275	0.0939849262
276	0.09378906212
277	0.09358458509
278	0.09327096272
279	0.09307211931
280	0.09281669213
281	0.09265150774
282	0.09225869402
283	0.09208204478
284	0.09178632604
285	0.09164404459
286	0.0913381942
287	0.09102736988
288	0.09071561672
289	0.09042947851
290	0.09020402282
291	0.08989467589
292	0.08961397728
293	0.0894032376
294	0.08925405912
295	0.08875222078
296	0.08852336037
297	0.0883007785
298	0.08795796061
299	0.08753112178
300	0.08737230736
301	0.08723804433
302	0.08709482108
303	0.08699887803
304	0.08663990798
305	0.08632591895
306	0.08591634769
307	0.08547834208
308	0.08526671392
309	0.08493119304
310	0.08462735223
311	0.08445791281
312	0.08426235176
313	0.08408627247
314	0.08391227848
315	0.08360224279
316	0.08334251372
317	0.08304752588
318	0.08271162725
319	0.08236835481
320	0.08220838635
321	0.08198111862
322	0.08182738094
323	0.081576955
324	0.08137025432
325	0.08112526596
326	0.08091856986
327	0.08079694801
328	0.0806335101
329	0.08043421261
330	0.08006718181
331	0.07981104054
332	0.07964092852
333	0.07940857563
334	0.07913465962
335	0.07895266261
336	0.07868180413
337	0.078515152
338	0.07829032526
339	0.07801699273
340	0.07787227415
341	0.07759150959
342	0.0773981456
343	0.07720943549
344	0.07705436357
345	0.07680814207
346	0.07646237264
347	0.07615748345
348	0.07595119079
349	0.07573135035
350	0.07558030235
351	0.07533109191
352	0.07508926431
353	0.074907583
354	0.07472312695
355	0.07446823157
356	0.07414060027
357	0.07397516648
358	0.0736613265
359	0.07349546071
360	0.07339910377
361	0.07329895247
362	0.07310458994
363	0.07302012828
364	0.07280582761
365	0.07269529197
366	0.07247216108
367	0.07234012892
368	0.07208422682
369	0.07186100996
370	0.07164252153
371	0.07141627458
372	0.07123512624
373	0.07101425062
374	0.07087104965
375	0.07074876014
376	0.07059115997
377	0.07047982895
378	0.07029801762
379	0.07012166256
380	0.06988869964
381	0.0695429471
382	0.06935828221
383	0.06913031294
384	0.06892171091
385	0.0687853411
386	0.06846720751
387	0.06821763987
388	0.06800110091
389	0.06786100683
390	0.06765565763
391	0.06753132887
392	0.06733864231
393	0.06708435701
394	0.06685104303
395	0.06674595856
396	0.06653274032
397	0.06643134075
398	0.06623147674
399	0.06610454718
400	0.06592096387
401	0.06575723873
402	0.06555724594
403	0.06541338669
404	0.06525101095
405	0.06497244521
406	0.06482698047
407	0.06457492483
408	0.0643154865
409	0.06410695729
410	0.06398931971
411	0.06388354036
412	0.0637543644
413	0.06355300754
414	0.06335564946
415	0.06321753629
416	0.06303805314
417	0.06288412026
418	0.06273014083
419	0.0625548997
420	0.06244472367
421	0.06235036893
422	0.06227144049
423	0.06209420839
424	0.06187388576
425	0.06172363944
426	0.06155125489
427	0.06138173502
428	0.06127215985
429	0.06110686827
430	0.06091694473
431	0.06066414629
432	0.06047241258
433	0.06033307495
434	0.06021303292
435	0.06000625058
436	0.05985743234
437	0.059755302
438	0.05958995199
439	0.05938696728
440	0.05921022557
441	0.05906063732
442	0.05893593114
443	0.05877045355
444	0.05862969266
445	0.05853363349
446	0.05835176587
447	0.05823924793
448	0.05803820285
449	0.05796505051
450	0.05778468103
451	0.05768689026
452	0.05760372917
453	0.05750959397
454	0.05722793113
455	0.05707038044
456	0.05686301718
457	0.05673839737
458	0.05669684231
459	0.05663702036
460	0.05651467418
461	0.05638594217
462	0.05612108626
463	0.05601973141
464	0.05595426346
465	0.05580270053
466	0.05572122371
467	0.05568265613
468	0.05557293851
469	0.0554838827
470	0.05542630287
471	0.05527674292
472	0.05517124362
473	0.05505105444
474	0.05496568298
475	0.05485663616
476	0.05470700362
477	0.05455441867
478	0.05445666082
479	0.05435550698
480	0.05428124638
481	0.05423743196
482	0.05415370582
483	0.0540349991
484	0.05393655784
485	0.05376516813
486	0.05366911753
487	0.05358963123
488	0.05350499629
489	0.05340825329
490	0.05337007312
491	0.05323451901
492	0.05303225406
493	0.05294919915
494	0.05286075628
495	0.05272298401
496	0.05254661971
497	0.05247688183
498	0.05242413992
499	0.05231455859
500	0.05220853056
501	0.05209127468
502	0.05196748974
503	0.05189457173
504	0.05177664781
505	0.05169463424
506	0.0515839018
507	0.05139721664
508	0.05136376725
509	0.05124072936
510	0.05115124773
511	0.05106360054
512	0.0508584915
513	0.0507238875
514	0.05061093037
515	0.05042812946
516	0.05037157203
517	0.05031729116
518	0.05013952552
519	0.04998346551
520	0.04990690765
521	0.04980716013
522	0.04969269506
523	0.04959789041
524	0.04947260433
525	0.04931390516
526	0.04914113574
527	0.04903052525
528	0.04895760141
529	0.04889037696
530	0.04877755035
531	0.04869849508
532	0.04860869105
533	0.04850525389
534	0.04840303084
535	0.04831665998
536	0.04819004151
537	0.04806865259
538	0.04794922519
539	0.0478763883
540	0.04775543265
541	0.04759871206
542	0.04753110183
543	0.0474382309
544	0.04731890077
545	0.04719476136
546	0.04708381812
547	0.04700202348
548	0.04691976702
549	0.04685740826
550	0.04667908735
551	0.0465823419
552	0.04649043784
553	0.04639544954
554	0.04626338253
555	0.04621263792
556	0.04612596618
557	0.04605049034
558	0.04586202054
559	0.04572381195
560	0.04566456623
561	0.04561721003
562	0.04551590731
563	0.04545509216
564	0.04534766047
565	0.04522826783
566	0.04509253985
567	0.04503885679
568	0.04499996997
569	0.04493831608
570	0.04488352036
571	0.04473016505
572	0.04466823791
573	0.04460281809
574	0.04447247233
575	0.0443401373
576	0.04420796672
577	0.0441085657
578	0.04403000716
579	0.04392806852
580	0.04388133001
581	0.0437973248
582	0.04373458586
583	0.04365663692
584	0.04361618055
585	0.04353250617
586	0.04342514064
587	0.04335938682
588	0.04328513216
589	0.04320782866
590	0.04314807735
591	0.04300414899
592	0.04294918971
593	0.04287121592
594	0.04280038324
595	0.04276183762
596	0.0426768297
597	0.04258774334
598	0.04249591385
599	0.0424324987
600	0.04233780551
601	0.04221905176
602	0.04210411896
603	0.04197037844
604	0.04188527605
605	0.04175571372
606	0.04169129277
607	0.04165078823
608	0.04159674868
609	0.04150294785
610	0.04141132974
611	0.04130199454
612	0.04122037165
613	0.04114885429
614	0.04100296184
615	0.04092750834
616	0.04086455921
617	0.04077617709
618	0.04065758289
619	0.04060284121
620	0.04045856864
621	0.04036703256
622	0.04028845154
623	0.04014265406
624	0.04005908449
625	0.03996791086
626	0.03992249213
627	0.0398923915
628	0.03985273757
629	0.0397701732
630	0.03969044889
631	0.03962630728
632	0.03955857039
633	0.0394851065
634	0.03939133955
635	0.03933930858
636	0.03924944579
637	0.039172037
638	0.03912333419
639	0.03901974626
640	0.03892331946
641	0.03887230807
642	0.03877989287
643	0.03872291709
644	0.03862225046
645	0.03858606846
646	0.03850791584
647	0.038475086
648	0.03844274394
649	0.03838459187
650	0.0383384639
651	0.03824495362
652	0.03815621406
653	0.03805927001
654	0.03799221051
655	0.03795611755
656	0.03788997643
657	0.03781799586
658	0.03771670885
659	0.03767140934
660	0.03761332765
661	0.03750250645
662	0.03743942935
663	0.03737749291
664	0.03728377741
665	0.03723797418
666	0.03721033437
667	0.03713560254
668	0.03707657052
669	0.03699622447
670	0.03690919523
671	0.03683145322
672	0.03675409811
673	0.03670718226
674	0.0366434068
675	0.03659048569
676	0.03653002239
677	0.03646622204
678	0.03635653488
679	0.03629710252
680	0.03623337772
681	0.0361994586
682	0.03615405328
683	0.03608530145
684	0.03602275454
685	0.03599167301
686	0.03590650704
687	0.03583441578
688	0.0357723354
689	0.03572675818
690	0.03569140563
691	0.03565620459
692	0.03560433995
693	0.03557605983
694	0.03552127994
695	0.035475229
696	0.03543588907
697	0.03539303199
698	0.03534605502
699	0.03522346225
700	0.0351835692
701	0.03517032682
702	0.03507909646
703	0.03499357704
704	0.03494523837
705	0.034872797
706	0.03480703457
707	0.03470099931
708	0.03463604937
709	0.03457619477
710	0.03454699192
711	0.03450866556
712	0.0344747611
713	0.03439599854
714	0.0343424941
715	0.03429029165
716	0.03426627819
717	0.03419224184
718	0.03413896468
719	0.03407093638
720	0.03397928017
721	0.03391626282
722	0.0338529575
723	0.033808144
724	0.03375935361
725	0.03373793632
726	0.03366614078
727	0.03355899658
728	0.03345476857
729	0.03342591986
730	0.03339608944
731	0.03332926356
732	0.03326666756
733	0.03320508673
734	0.03314091284
735	0.03307596643
736	0.03300759371
737	0.0329198916
738	0.03288475812
739	0.03285137781
740	0.03279730075
741	0.03275567816
742	0.03270402262
743	0.03267867328
744	0.03262374953
745	0.03256261667
746	0.03252248069
747	0.03244316487
748	0.03239287225
749	0.03230616635
750	0.03225639445
751	0.0322355928
752	0.03218453516
753	0.03214731791
754	0.03207416928
755	0.03204188198
756	0.03200986732
757	0.03198174945
758	0.03193683476
759	0.03189669858
760	0.03177972712
761	0.0317467244
762	0.03173087312
763	0.03169661754
764	0.03165453547
765	0.03162470124
766	0.03156879726
767	0.03152280232
768	0.03147751468
769	0.0314258791
770	0.03136843238
771	0.03133443674
772	0.03129954503
773	0.03124105013
774	0.03114071832
775	0.03107193788
776	0.03099774683
777	0.03096283052
778	0.03093563524
779	0.03086640007
780	0.03081928889
781	0.0307688843
782	0.03071916012
783	0.03066831734
784	0.03063188854
785	0.03057567173
786	0.0305237252
787	0.03046992926
788	0.03039849381
789	0.03036338199
790	0.03032542939
791	0.03029091356
792	0.03026226195
793	0.03021885734
794	0.03018297121
795	0.03012417572
796	0.03006482024
797	0.03003697932
798	0.02998995019
799	0.02994133195
800	0.02986913973
801	0.029776256
802	0.02973919314
803	0.0296952444
804	0.02966312461
805	0.02962795254
806	0.02956830676
807	0.0295192621
808	0.0294766461
809	0.02943154193
810	0.02939740431
811	0.02935397414
812	0.02927073065
813	0.02925125427
814	0.02921477059
815	0.02918773662
816	0.02914032634
817	0.02909675511
818	0.02905318484
819	0.02902668152
820	0.02898029722
821	0.02891417669
822	0.02888057667
823	0.02883843732
824	0.02876824792
825	0.02874594535
826	0.02869777625
827	0.0286606359
828	0.02864501734
829	0.02861740809
830	0.02854351628
831	0.02849808991
832	0.02846137554
833	0.02843693759
834	0.02842030908
835	0.02838689933
836	0.02834173883
837	0.02829365897
838	0.02821546611
839	0.02817602549
840	0.02813099064
841	0.02811576322
842	0.02808819622
843	0.02805718251
844	0.02802133941
845	0.02797896293
846	0.02793424881
847	0.02790688045
848	0.0278381826
849	0.02779143649
850	0.02776654031
851	0.0277184215
852	0.02768562983
853	0.02765763773
854	0.0276440025
855	0.02762329505
856	0.02758420029
857	0.02751258824
858	0.02747104919
859	0.02745258711
860	0.02741336349
861	0.02734596427
862	0.02729897456
863	0.02722040247
864	0.02716632282
865	0.02713385724
866	0.02709154197
867	0.02706029169
868	0.02701518639
869	0.02699375291
870	0.02695204749
871	0.02689455707
872	0.0268402814
873	0.02681641701
874	0.02679004565
875	0.0267337664
876	0.02669967627
877	0.02664805343
878	0.0266158132
879	0.02658980949
880	0.02655658593
881	0.02651639102
882	0.02646716956
883	0.02644079965
884	0.02635930357
885	0.02633942709
886	0.0263316238
887	0.02631271216
888	0.02627274611
889	0.02623959992
890	0.02615342681
891	0.02609995482
892	0.02606812846
893	0.02602046449
894	0.02598478973
895	0.02595400751
896	0.02591320019
897	0.02588322008
898	0.02584077479
899	0.02579361181
900	0.02576218032
901	0.02573786735
902	0.02569983776
903	0.0256852579
904	0.02564508013
905	0.02563594559
906	0.02559991229
907	0.02558133656
908	0.02554648311
909	0.02551457971
910	0.02545927498
911	0.02542927407
912	0.02537189616
913	0.02532543791
914	0.02528829898
915	0.02525474516
916	0.02524222267
917	0.02522502064
918	0.02515826211
919	0.02507469399
920	0.0250164287
921	0.02498206362
922	0.02496349007
923	0.02489666298
924	0.02485743243
925	0.02480514837
926	0.02477520247
927	0.02475118344
928	0.02469959314
929	0.02468222808
930	0.02466418377
931	0.02464063883
932	0.02458991191
933	0.02456287726
934	0.02453080612
935	0.02443983752
936	0.02441685764
937	0.02438277849
938	0.02434724745
939	0.02429382674
940	0.02425275623
941	0.02422454632
942	0.02419364827
943	0.02416915452
944	0.024150159
945	0.02411455257
946	0.02409043652
947	0.02405627869
948	0.02403037241
949	0.02399270486
950	0.02395627214
951	0.0239332683
952	0.02390711514
953	0.02387255074
954	0.02385547861
955	0.02382868934
956	0.0237756233
957	0.02374578758
958	0.02369604315
959	0.02366094397
960	0.02364372574
961	0.02360850213
962	0.02357023463
963	0.0235334417
964	0.02351358464
965	0.02348553574
966	0.02344835954
967	0.02341776204
968	0.0233989301
969	0.02336691639
970	0.02332352266
971	0.02329498185
972	0.02325212455
973	0.02319173668
974	0.02315876936
975	0.02310408251
976	0.02302869974
977	0.02301743418
978	0.02298801325
979	0.02296930048
980	0.02295059787
981	0.02286967392
982	0.02279935072
983	0.02277585741
984	0.02276271555
985	0.02273246921
986	0.02271846515
987	0.02270325998
988	0.02268563952
989	0.02266146144
990	0.02259934459
991	0.02254348698
992	0.02252799769
993	0.02249820211
994	0.02245352135
995	0.02241695387
996	0.02237521228
997	0.02234613641
998	0.02230098366
999	0.02228668872
1000	0.02227312402
1001	0.02226528182
1002	0.02224446886
1003	0.02222483118
1004	0.02219827414
1005	0.02217139803
1006	0.02213473512
1007	0.02212064839
1008	0.02209503279
1009	0.02207383185
1010	0.02205124065
1011	0.02203012532
1012	0.02199907384
1013	0.02196129674
1014	0.02192758747
1015	0.02190069671
1016	0.02189031849
1017	0.02185728802
1018	0.02181163226
1019	0.02179031814
1020	0.02174835902
1021	0.02172409998
1022	0.021683806
1023	0.02165002552
1024	0.02162176645
1025	0.02157849377
1026	0.02155474006
1027	0.02151864699
1028	0.02148201114
1029	0.02142959485
1030	0.02140123534
1031	0.02138489612
1032	0.0213587862
1033	0.02134074717
1034	0.02131814144
1035	0.02130003737
1036	0.02128137392
1037	0.02125616279
1038	0.02123869852
1039	0.02119703689
1040	0.02115841306
1041	0.02114953799
1042	0.02113456733
1043	0.02112567433
1044	0.02108499911
1045	0.02105147097
1046	0.02102013274
1047	0.02099839685
1048	0.02095373493
1049	0.02092931422
1050	0.02091309405
1051	0.02088860943
1052	0.02086199885
1053	0.02082212167
1054	0.0207811528
1055	0.02074224516
1056	0.02071237966
1057	0.02070229652
1058	0.02066904019
1059	0.02064852214
1060	0.02062299453
1061	0.0206070014
1062	0.02058028349
1063	0.02055611055
1064	0.02053671754
1065	0.020527352
1066	0.02050938043
1067	0.02048497261
1068	0.02047057861
1069	0.02044583876
1070	0.0204121804
1071	0.02040304111
1072	0.02036821898
1073	0.02034044462
1074	0.02031903969
1075	0.02028617604
1076	0.02024859464
1077	0.02022950496
1078	0.02021368545
1079	0.02018846
1080	0.02017598872
1081	0.02013880021
1082	0.02012368512
1083	0.02010373487
1084	0.0200790167
1085	0.02006130073
1086	0.02004292979
1087	0.02002157787
1088	0.01999321823
1089	0.01995736792
1090	0.01990799988
1091	0.01989281967
1092	0.01987613299
1093	0.0198483741
1094	0.01982613493
1095	0.0198101538
1096	0.01979243968
1097	0.01975725042
1098	0.0197411323
1099	0.01972715169
1100	0.01968166132
1101	0.01966102762
1102	0.01964691058
1103	0.01961866148
1104	0.01959246224
1105	0.01957729133
1106	0.01955193007
1107	0.01951515484
1108	0.01949422419
1109	0.01948471777
1110	0.01946621113
1111	0.01945091921
1112	0.0194128695
1113	0.01939465245
1114	0.0193691603
1115	0.01934831935
1116	0.019327148
1117	0.01930728207
1118	0.019286607
1119	0.01926724901
1120	0.01924670013
1121	0.01921541632
1122	0.01919035725
1123	0.01918279187
1124	0.01916975255
1125	0.01915245265
1126	0.01912560125
1127	0.01910629783
1128	0.01908897759
1129	0.01907506977
1130	0.01905237781
1131	0.01902661284
1132	0.01900739315
1133	0.01897752897
1134	0.0189635262
1135	0.01894387387
1136	0.01890823455
1137	0.01889668614
1138	0.01888240302
1139	0.01887032771
1140	0.01884476118
1141	0.01883143803
1142	0.01879833022
1143	0.01877994116
1144	0.01876481556
1145	0.0187428173
1146	0.01872583552
1147	0.01870482817
1148	0.01868286727
1149	0.0186669751
1150	0.01865307182
1151	0.01862098953
1152	0.01861021267
1153	0.0185816779
1154	0.01855822565
1155	0.01854250034
1156	0.01851443026
1157	0.01849019276
1158	0.01846661884
1159	0.01843689074
1160	0.01841306618
1161	0.01840114673
1162	0.01838742658
1163	0.01836872843
1164	0.01835260097
1165	0.01831280767
1166	0.01829774828
1167	0.0182594967
1168	0.01823616838
1169	0.01821207541
1170	0.01820027658
1171	0.01817732969
1172	0.01816587504
1173	0.01814627863
1174	0.01813446097
1175	0.01811737138
1176	0.01810254693
1177	0.01808710488
1178	0.01807141507
1179	0.01804706148
1180	0.01803569065
1181	0.01802315711
1182	0.01798927827
1183	0.01796466242
1184	0.01795307797
1185	0.01792819617
1186	0.01790619445
1187	0.01787825918
1188	0.0178529289
1189	0.01783441964
